id_examinee;math;physics;chemistry;biology;history;geography;literature;civic_education;english;russian;french;chinese;german;japanese
18015676;5.60;;;;5.75;5.75;7.50;7;5.20;;;;;
18015677;7.60;6.75;8;5;;;6.75;;3;;;;;
18015678;5.80;;;;6.50;6.50;7.50;9;4.80;;;;;
18015679;7;;;;3.50;7.25;8.50;8.25;4.20;;;;;
18015680;7;;;;3.50;6.50;7;8.50;6;;;;;
18015681;6.80;;;;4.50;8;7.75;6.25;7.60;;;;;
18015682;5.40;;;;5.75;7.25;6.50;8.25;7.40;;;;;
18015683;6.20;;;;5.75;7;6.50;8.25;5.60;;;;;
18015684;7.40;4.50;6.50;5.25;;;5.50;;3.60;;;;;
18015685;7.60;6.75;4.75;4.75;;;5.75;;3.60;;;;;
18015686;7;6.25;5.50;4.50;;;6;;4.80;;;;;
18015687;2.40;;;;4.75;6.50;4;;;;;;;
18015688;5;;;;3.50;5;5.25;;;;;;;
18015689;6.80;;;;4.25;6.25;7.50;6.75;6;;;;;
18015690;7.40;;;;5.75;8.50;8;9.75;4.80;;;;;
18015691;6.20;;;;6;7;7;8.50;7;;;;;
18015692;5.80;;;;5;7.25;8.75;7;5;;;;;
18015693;7;;;;6;7.50;7.50;9;3.40;;;;;
18015694;6.80;;;;3;6.50;7;9;5.40;;;;;
18015695;4;;;;4.50;6.50;6.25;;;;;;;
18015696;4.40;;;;2.75;6.75;6;;;;;;;
18015697;5;;;;3;6;7.50;9;7.40;;;;;
18015698;6.60;;;;6.50;7.50;7.50;8;8.40;;;;;
18015699;5.60;;;;7.25;8.75;7.50;9.50;7;;;;;
18015700;8;;;;4.50;6.50;7.25;8;6.40;;;;;
18015701;7;;;;5.50;8;5.50;9;7;;;;;
18015702;6.60;;;;7.75;7.25;7.50;;;;;;;
18015703;5.40;;;;6.50;9;4;;;;;;;
18015704;3.40;;;;3;6.25;2.50;;;;;;;
18015705;3.80;;;;7.50;6.75;4.25;;;;;;;
18015706;7;;;;4.50;7.75;8;8.75;4.60;;;;;
18015707;7.60;;;;3.75;6.75;6.75;9;7.40;;;;;
18015708;6.20;;;;3.50;6.75;7.75;8.50;4.80;;;;;
18015709;6.40;7;7;7;;;7.75;;5.80;;;;;
18015710;6;;;;2.50;6.50;7.50;7.25;3.80;;;;;
18015711;7.40;;;;4.25;6.25;8;8.75;6;;;;;
18015712;9;7.25;8.75;8.75;;;7.50;;7.20;;;;;
18015713;4.60;;;;6.50;8;6;;;;;;;
18015714;4;;;;5.25;6.50;7.25;8;3.80;;;;;
18015715;3.80;;;;5.25;6.50;6.50;;;;;;;
18015716;7;;;;3;7.50;7;8.25;2.60;;;;;
18015717;7.20;;;;4.75;8.25;7.75;8.75;4.20;;;;;
18015718;7.20;;;;5.25;7.50;6.25;8;3.20;;;;;
18015719;5.40;;;;3;6;6;8.75;3.20;;;;;
18015720;4.40;;;;2.25;4.75;5.50;;;;;;;
18015721;5.40;;;;2.25;6.75;4.75;7.75;3.80;;;;;
18015722;7;;;;6.50;8;7;8.75;5.80;;;;;
18015723;7.80;7.50;7.25;2.50;;;3;;3.40;;;;;
18015724;7.80;7;6.25;4.25;;;7.50;;6.20;;;;;
18015725;3.80;;;;4.25;7.25;4;;;;;;;
18015726;5.40;;;;5.25;6.75;6.25;;;;;;;
18015727;4.60;;;;5.25;7.25;5.25;;;;;;;
18015728;7.60;;;;3.25;6.50;6.75;7;5.40;;;;;
18015729;9.80;7.50;8.25;9.25;;;7.50;;5.20;;;;;
18015730;7.60;;;;6;8.50;7.25;8.75;5;;;;;
18015731;5.40;;;;3.25;6.25;5;;;;;;;
18015732;8.40;7.25;8.50;6;;;7.75;;8;;;;;
18015733;8;7.25;7.50;6.25;;;6.50;;5.80;;;;;
18015734;4.40;;;;3;7;4.25;;;;;;;
18015735;7;;;;4.75;8;4.50;9.25;4.20;;;;;
18015736;4.80;;;;4.50;6.75;2.50;;;;;;;
18015737;6.20;;;;7;7.25;5.50;9.25;5.20;;;;;
18015738;9;;;;4.50;7.75;5.75;8.25;6.80;;;;;
18015739;4.60;;;;6.25;7.25;2.25;;;;;;;
18015740;6.40;;;;3.50;6.75;7.50;7.25;6.20;;;;;
18015741;8.40;;;;7;8.75;8;9;4.80;;;;;
18015742;7;;;;6.75;8.75;8.25;10;5.60;;;;;
18015743;5.40;;;;6.25;7.25;7.75;10;5.80;;;;;
18015744;7.60;;;;6.75;5.50;8;9.25;6.20;;;;;
18015745;6.60;4.75;4.50;5.75;;;7.50;;5;;;;;
18015746;4.80;;;;4;3.25;7.25;5.25;3.60;;;;;
18015747;5.80;;;;5;7.50;7.25;8.50;6.60;;;;;
18015748;4.60;;;;3.75;6.50;6.25;7.75;3.40;;;;;
18015749;6.60;;;;3.50;5.50;4.25;;;;;;;
18015750;3.60;;;;3.25;6.75;8;7.50;3.40;;;;;
18015751;4.80;;;;3;6;6.50;7;3.40;;;;;
18015752;4.40;;;;4;6.25;4.75;;;;;;;
18015753;8;7.75;8.25;7.50;;;8;;7.40;;;;;
18015754;4.80;;;;7.75;9.25;8;8.75;4.60;;;;;
18015755;5.60;;;;3;6.50;8;7.75;5.60;;;;;
18015756;7.40;;;;4.25;6.75;7.75;8.25;5;;;;;
18015757;7.20;;;;2.75;5.50;7.50;7.25;4.40;;;;;
18015758;8.20;7;7.25;5.50;;;7;;3.60;;;;;
18015759;4;;;;2.25;7.50;4;;;;;;;
18015760;7;;;;6;7.25;7.50;9;6.80;;;;;
18015761;6.40;;;;6.50;7.25;6.50;9;6.20;;;;;
18015762;8.40;7;7.50;7.75;;;7.75;;8.80;;;;;
18015763;7.60;;;;5.75;7;6.75;8.75;6.60;;;;;
18015764;7.20;;;;7.50;7.75;7.75;8.25;7.60;;;;;
18015765;7.20;;;;6;7.75;7.75;10;6.20;;;;;
18015766;3.20;;;;3.25;4.75;2.25;;;;;;;
18015767;5.80;;;;4.50;5.75;6.75;7;3.80;;;;;
18015768;6.80;;;;4.50;7.25;6;9;4.60;;;;;
18015769;5;;;;5;9;5.75;;;;;;;
18015770;4.60;;;;5.50;6.50;5.25;;;;;;;
18015771;5.80;4.75;2.75;2.25;;;6.75;;3.60;;;;;
18015772;6.40;;;;4;7.75;7.25;8.50;4.40;;;;;
18015773;5.40;;;;6;7.75;7;8.25;4.20;;;;;
18015774;7.80;5;6.25;8;;;7.25;;5.80;;;;;
18015775;8;4;8.50;7.75;;;6.50;;3.80;;;;;
18015776;8;6;7;4.75;;;7;;4.20;;;;;
18015777;6;;;;6;7.25;6.50;7;3.80;;;;;
18015778;7.40;;;;3.75;5.75;7.75;8.25;7.80;;;;;
18015779;8;7.75;8;5.50;;;7.50;;2.60;;;;;
18015780;5.60;;;;3.25;6;5;;;;;;;
18015781;6.60;;;;6;6.75;5.25;;;;;;;
18015782;7.60;;;;6;7.75;7.75;9.50;5.60;;;;;
18015783;2.60;;;;4;5;1.75;;;;;;;
18015784;6.80;6.50;6.50;4.75;;;5.75;;3;;;;;
18015785;6.60;;;;3.75;6.75;6.50;9.50;4;;;;;
18015786;7.60;;;;3.75;6.75;6;6.25;5.40;;;;;
18015787;6.40;;;;4.50;7.50;7;8.25;2.80;;;;;
18015788;4.20;;;;4;7.25;4.75;;;;;;;
18015789;8;7.25;8;6;;;7;;3.80;;;;;
18015790;6.20;;;;6;8.50;6.50;;;;;;;
18015791;3.80;;;;3;6.25;4.25;;;;;;;
18015792;7.40;6.25;7.25;5.25;;;6.75;;3;;;;;
18015793;8.60;8.50;7.50;3.50;;;7.25;;3.40;;;;;
18015794;8.60;8;6;6;;;7;;7;;;;;
18015795;5.60;;;;3.50;6.75;5;6.75;2.80;;;;;
18015796;8.40;8;7.75;3.75;;;6.25;;7;;;;;
18015797;8.80;7.50;8.50;7.25;;;5.25;;7;;;;;
18015798;8.20;7.50;8;4;;;6;;3.20;;;;;
18015799;8.40;6;7.25;6;;;6.75;;4.20;;;;;
18015800;8.20;8;8;5.50;;;6.75;;4.20;;;;;
18015801;5;;;;6.25;8.25;6.25;9.75;4.80;;;;;
18015802;5.80;;;;6.25;7.25;6.25;7;5.20;;;;;
18015803;4.40;;;;7;7.50;6;;;;;;;
18015804;8;7;6;3.75;;;6.25;;3.80;;;;;
18015805;6.20;;;;5.75;8.25;6.50;;;;;;;
18015806;3.40;;;;2.75;6;6.75;9.50;3.80;;;;;
18015807;6.80;;;;7.25;7;7.75;8.75;5;;;;;
18015808;7.40;;;;7.50;7.25;7;8.50;3.40;;;;;
18015809;8.20;7.25;7;6;;;7;;6.20;;;;;
18015810;8.40;;;;5.50;8.25;7.75;8.75;6.40;;;;;
18015811;8;8.25;8.25;6.50;;;7;;8;;;;;
18015812;6.40;;;;5.25;6;7;8.25;4;;;;;
18015813;7.40;;;;4.25;6.75;7.25;10;8.60;;;;;
18015814;4.20;;;;5.75;6.75;5.25;;;;;;;
18015815;8.20;6.50;6.75;4;;;6.50;;8.20;;;;;
18015816;7;;;;7.25;8.75;6.50;9;4.60;;;;;
18015817;2.80;;;;3.75;6.25;5;;;;;;;
18015818;6.60;5.50;3.50;4;;;6.50;;3.20;;;;;
18015819;7.80;6.25;7.75;7;;;6.75;;8.60;;;;;
18015820;7.60;8.75;7.75;5.50;;;7.25;;3.60;;;;;
18015821;2.20;;;;3.75;6.50;2.50;;;;;;;
18015822;6;;;;5;7.25;6.25;8.25;3.80;;;;;
18015823;8;;;;5.50;7.75;7.50;8.75;8.80;;;;;
18015824;8.20;5.75;6.25;6.75;;;6.25;;5;;;;;
18015825;6.80;;;;3.50;7.25;6.25;9;4.60;;;;;
18015826;7.60;;;;8;7.25;7;;;;;;;
18015827;5.40;;;;4.75;8;7;9.50;3.60;;;;;
18015828;8.60;7.25;5;4.75;;;6;;8.80;;;;;
18015829;5;3.50;2.50;5;;;6.25;;5.20;;;;;
18015830;6.80;;;;2.25;6.50;7.25;7.50;7.40;;;;;
18015831;6.80;;;;4;6.75;7.50;8.50;6.60;;;;;
18015832;8.80;6.50;7.75;8.25;;;8;;6;;;;;
18015833;2.60;;;;3;6.50;5;;;;;;;
18015834;8.80;8.75;8.25;7.75;;;7.75;;6.60;;;;;
18015835;5.60;;;;7.25;8;7.50;9;7.20;;;;;
18015836;6.20;;;;4;8;7.75;8.75;4.80;;;;;
18015837;7.80;7.50;7.25;5;;;8;;5.60;;;;;
18015838;8.40;6.25;7.25;4;;;6.75;;8.20;;;;;
18015839;7;;;;3.25;7.50;8;7.50;5.40;;;;;
18015840;7;;;;4.25;6.25;8;7.75;6.20;;;;;
18015841;6.60;;;;5;7.75;8;8.25;5.60;;;;;
18015842;7.20;;;;5;8;7.50;9;6;;;;;
18015843;6.40;;;;4.25;8.25;6.75;7;5;;;;;
18015844;5.20;;;;4.75;7.25;7;7.50;6.20;;;;;
18015845;8.60;;;;6.75;7.75;7.75;9.75;;;;8.40;;
18015846;6.20;;;;4.75;7;6.75;6.50;6.40;;;;;
18015847;7.80;;;;8.50;7;7.50;9.50;5;;;;;
18015848;6.60;;;;4;8.25;6;9;5.40;;;;;
18015849;6.20;;;;4;8.25;7.50;8.50;6.40;;;;;
18015850;7.60;;;;7.25;7.75;8.25;9.50;6.40;;;;;
18015851;7.40;;;;8;8;7.75;9.50;5.40;;;;;
18015852;7.60;;;;;;8.50;;;;;;;9.40
18015853;7;;;;5;5.75;8;7.75;4;;;;;
18015854;7;;;;8.75;7.75;8;9;;;;7;;
18015855;6.80;;;;5;6.50;6.25;7.50;5.80;;;;;
18015856;7.40;;;;4;7.75;7.75;8.50;5.20;;;;;
18015857;8;;;;;;7.75;;8.40;;;;;
18015858;7.20;;;;6.75;7;7.50;8;4.80;;;;;
18015859;6.40;;;;4;5.50;7.25;7.25;4.20;;;;;
18015860;7.60;7.50;8.25;6;;;6.75;;6.80;;;;;
18015861;6.60;;;;6;8;7;8.50;4.40;;;;;
18015862;7.20;;;;5;8;6.50;8.50;5.40;;;;;
18015863;5.60;;;;4;6.50;7;7.75;3.60;;;;;
18015864;8;;;;4.75;6.75;8.25;8.75;6.40;;;;;
18015865;5.40;;;;2.75;5.50;5.75;7.75;4;;;;;
18015866;6.40;;;;7;7;7.50;9;4.80;;;;;
18015867;3.20;;;;3.25;4.75;3.25;7;4.20;;;;;
18015868;8.60;7.25;7.25;8;;;7;;5.80;;;;;
18015869;7.20;;;;7;8;8.25;9.25;6.60;;;;;
18015870;7.40;;;;6.50;8.75;7;8.25;7.20;;;;;
18015871;8.80;;;;;;7.75;;7.80;;;;;
18015872;5;;;;4.50;6.25;5.75;6.75;3.80;;;;;
18015873;7;;;;5.25;7.50;8.25;9.25;5.20;;;;;
18015874;7.60;;;;4.75;8;6.50;8.50;3.60;;;;;
18015875;8.60;;;;8.50;7.50;7.25;9;6;;;;;
18015876;7.40;;;;6.25;8;7;9.25;4.60;;;;;
18015877;7.80;;;;5.75;7.25;6.50;8.75;4.60;;;;;
18015878;8.80;7.75;3;4.50;;;;;9.60;;;;;
18015879;7.60;;;;6.75;9.50;7.50;9.25;7.20;;;;;
18015880;6.80;;;;4;5.50;6;7.50;3.60;;;;;
18015881;7.80;7.25;7.25;;;;;;;;;;;
18015882;7;;;;6.50;8;6.50;9;6.40;;;;;
18015883;7.40;;;;4.25;7.50;7.25;7.25;6.40;;;;;
18015884;8.20;;;;5;8;8.25;7.25;7.20;;;;;
18015885;7.80;;;;6;7.25;8;8.50;9.20;;;;;
18015886;7.20;;;;3.25;6;7;6.25;4.80;;;;;
18015887;8.60;;;;3.75;8.75;7.50;3;5.80;;;;;
18015888;7.80;;;;4.25;6.50;7.75;8.50;7.20;;;;;
18015889;5.40;;;;7.50;7.75;7;8.25;2.80;;;;;
18015890;7.40;5;6.25;2.50;;;5.50;;3.60;;;;;
18015891;6.80;;;;6.25;7;7;8;3.40;;;;;
18015892;8.20;;;;5.50;7.50;6.75;9;4.40;;;;;
18015893;7.40;6.75;7.75;3.50;;;7;;3.60;;;;;
18015894;8.60;;;;5;8;8.25;9;5;;;;;
18015895;9.60;9;8.50;8.25;;;7;;8.80;;;;;
18015896;2.60;;;;3.25;6;4.50;;;;;;;
18015897;8.80;9.25;8.50;6.50;;;6.75;;8.20;;;;;
18015898;8.20;;;;6.75;6.25;7;8.25;7;;;;;
18015899;7.20;;;;7;6.75;7;9;4.80;;;;;
18015900;7.80;;;;4.50;7.75;7;8.25;7.60;;;;;
18015901;7.20;;;;8;8.25;6.50;8.50;5.60;;;;;
18015902;6;;;;7;7.75;7;9.25;3.60;;;;;
18015903;5.80;;;;3.50;5.50;5.50;8;4.20;;;;;
18015904;6;;;;5.75;6;7.25;8.75;5.80;;;;;
18015905;6.20;;;;4.50;7;7;8.25;5.60;;;;;
18015906;7.60;7.75;7.75;8;;;7;;6.60;;;;;
18015907;6.40;;;;7;8.75;7;8.25;5.40;;;;;
18015908;5.60;;;;4.25;6.75;6.25;9.50;4.60;;;;;
18015909;8;;;;7;8;6.50;10;2.80;;;;;
18015910;8.60;;;;9.25;9.50;7;9.75;3.20;;;;;
18015911;5.20;;;;2;5.25;4.75;5.50;3.60;;;;;
18015912;7.20;;;;4.75;7.50;6.25;8.50;4;;;;;
18015913;6.60;;;;6;6.75;6.50;8.50;3.20;;;;;
18015914;8.20;;;;8;9.25;7.50;9.25;3.60;;;;;
18015915;8.60;7.25;7.50;5.50;;;6.50;;4.40;;;;;
18015916;5.60;;;;4;7;6.25;8.25;2.80;;;;;
18015917;7.20;;;;3;5.75;7.75;8;4.20;;;;;
18015918;6.40;;;;7;7;6.50;7;3.40;;;;;
18015919;7.40;;;;7;7.50;7.75;9.75;6;;;;;
18015920;8.40;;;;7;7.75;7.50;8.75;8;;;;;
18015921;8;;;;6.50;8.75;8.25;9.25;8;;;;;
18015922;7.80;;;;6;6.75;7.50;7.25;8;;;;;
18015923;8.20;5;7.75;8.25;;;7.25;;5.40;;;;;
18015924;7.60;;;;5;6.50;6.50;7.75;4;;;;;
18015925;7.20;;;;5.50;6.75;7.50;9;7.20;;;;;
18015926;7.40;;;;4;5.75;7.25;7.75;6.20;;;;;
18015927;7.20;;;;5.25;7.75;7.75;8.50;8;;;;;
18015928;7;;;;5.75;7.50;8;7.25;6.40;;;;;
18015929;6.80;;;;7.25;8.50;7.25;8.75;5.80;;;;;
18015930;6.80;;;;9;9;7;9;4.80;;;;;
18015931;6.80;;;;5.75;7.75;6;9.75;8.20;;;;;
18015932;7.80;;;;6;7.25;7;8.75;6.20;;;;;
18015933;8.20;;;;;;7.50;;9.60;;;;;
18015934;8;;;;8;7.25;8;9.25;7.40;;;;;
18015935;7.60;;;;;;8.25;;6.40;;;;;
18015936;8;;;;4.25;8.50;7.25;8.50;4.80;;;;;
18015937;2.20;;;;2.75;4.50;4.75;;;;;;;
18015938;7.40;;;;4;4.25;6.50;6.50;4.20;;;;;
18015939;7.60;;;;9.25;8.50;7.25;8.75;5.40;;;;;
18015940;5.60;;;;4.25;4.75;6.75;7;4.20;;;;;
18015941;8.80;7.50;7;5.75;;;7;;4.80;;;;;
18015942;5.20;;;;5.50;6.25;6;7;5.40;;;;;
18015943;8.60;;;;;;6.25;;8.60;;;;;
18015944;7.80;7.75;8;7;;;7.50;;5.40;;;;;
18015945;8.20;;;;5;7.25;8;7.50;7.40;;;;;
18015946;6.20;;;;4.75;6.75;8.25;6.75;5;;;;;
18015947;6;;;;5.50;6.25;6;8.75;5.40;;;;;
18015948;7;;;;4.25;7;7.25;8;7.40;;;;;
18015949;7.40;;;;4.25;8;6.50;9;4.40;;;;;
18015950;8.40;;;;4;6.75;6;8.50;4.40;;;;;
18015951;7.20;;;;5.50;8;7.50;8.75;5.20;;;;;
18015952;4;;;;4.25;4.25;5.25;5;3.60;;;;;
18015953;8.40;;;;5;8.25;8.25;9.75;3.80;;;;;
18015954;6.20;;;;5.25;7.50;8.75;9.25;8.60;;;;;
18015955;8.20;;;;6.75;8.25;8.50;8.25;7.20;;;;;
18015956;7.60;;;;4.25;7.50;7.25;8.50;8.80;;;;;
18015957;7;;;;5.50;7.25;7.75;9.25;6.40;;;;;
18015958;7.80;;;;3.75;6;7;8.25;4;;;;;
18015959;7;;;;8.50;8.75;7.50;8.75;6.80;;;;;
18015960;6.60;;;;7;7;7;9;5.40;;;;;
18015961;8;;;;4;6.75;7.50;7.75;7.80;;;;;
18015962;7.40;;;;8;8;7;9.75;2.60;;;;;
18015963;7.60;;;;8;8.75;7.25;7.75;5.80;;;;;
18015964;6.60;;;;6.50;6.75;6.75;7.75;4;;;;;
18015965;7.80;3;4.25;3;;;6;;5.20;;;;;
18015966;5.40;;;;7.25;8.25;6.75;6.75;2.60;;;;;
18015967;6.80;;;;6.25;7.75;8.25;8.50;6;;;;;
18015968;6.80;;;;6;7.50;7;8.75;4.60;;;;;
18015969;6.60;;;;8.50;7;7.50;9.75;3;;;;;
18015970;8.40;;;;9.25;9.75;7.50;9.50;8.40;;;;;
18015971;8.20;;;;5;8;7.75;9.75;5;;;;;
18015972;7.20;;;;7.50;;6;;;;;;;
18015973;6.40;;;;7;7.75;8.25;8.75;6.80;;;;;
18015974;7.60;;;;9.25;9.25;7.50;9.75;5;;;;;
18015975;8.60;;;;6.75;8.50;8.25;7.25;8.60;;;;;
18015976;7.80;;;;5.75;7.75;8.75;8.50;7.40;;;;;
18015977;7.60;;;;6.75;7.25;7.50;9.25;3.80;;;;;
18015978;8.40;;;;5;7.50;7.50;8.25;5;;;;;
18015979;7.80;;;;7;6;7.50;8.50;6.40;;;;;
18015980;7.20;;;;7;8.50;8.25;9;6.20;;;;;
18015981;6.60;;;;9.25;9;8.50;8.50;4.40;;;;;
18015982;8.60;;;;8.50;9;9.25;9;7.20;;;;;
18015983;7.60;2.75;6.25;7.50;;;;;;;;;;
18015984;8;;;;8;8;6.25;9.50;7.80;;;;;
18015985;7.20;;;;6.50;6.75;6.75;7.50;8.80;;;;;
18015986;8;;;;4.50;7.25;6;8.25;6.60;;;;;
18015987;6.80;;;;6.75;6.75;7.50;8.25;5.40;;;;;
18015988;4.80;;;;5.75;7;6.50;8.50;3.40;;;;;
18015989;5.60;;;;5;5.75;6.75;6.50;4;;;;;
18015990;8.20;;;;6.25;7;7.25;8.50;7.80;;;;;
18015991;8.20;;;;8;7.75;7.25;9;7;;;;;
18015992;7.20;;;;5.25;6.25;7.75;8.50;7.60;;;;;
18015993;6.80;;;;3;6.50;7;8.75;4.40;;;;;
18015994;7.80;;;;5.75;8;7.25;9.50;7.20;;;;;
18015995;7.80;;;;8;8;7.25;9.50;7.80;;;;;
18015996;7.20;;;;4.75;7.25;7.25;8.50;4;;;;;
18015997;7.80;;;;4.50;8.25;6.75;9;3.40;;;;;
18015998;9;8.75;8.75;4.25;;;7.25;;6.20;;;;;
18015999;6.40;;;;5.50;7.50;7.50;7.50;6.80;;;;;
18016000;8.20;6;7.50;5.75;;;5.75;;8.40;;;;;
18016001;6.40;3.75;6.75;5.50;;;7.50;;6.80;;;;;
18016002;7.60;;;;6.50;8.25;7.75;8.75;5;;;;;
18016003;5.80;;;;5;7;6.75;8.75;4.40;;;;;
18016004;8.80;;;;4.75;8.50;7.50;7.50;6.60;;;;;
18016005;6.40;;;;5.75;8.25;5.75;8.25;4.60;;;;;
18016006;8;;;;8.75;8.25;8.75;9.25;9;;;;;
18016007;8.40;;;;4.75;7.25;8.75;9.25;9.20;;;;;
18016008;8;7.25;8.25;5.75;;;7.50;;5.60;;;;;
18016009;7;;;;4.50;7;8;8.50;8;;;;;
18016010;8.20;;;;9.50;9.50;9;;;;;;;
18016011;8;;;;6;6.50;8;7.75;6.40;;;;;
18016012;7.80;;;;3.50;6.25;7.50;9.25;6.40;;;;;
18016013;7.20;;;;4.75;8;7.75;9.50;6.80;;;;;
18016014;5.40;;;;4.75;8.50;7.75;7.75;3.60;;;;;
18016015;8;;;;6.75;7.75;8.50;9;5.60;;;;;
18016016;8.60;;;;7.50;8.25;9;9.25;8.80;;;;;
18016017;;;;;;8.25;8.25;;9.20;;;;;
18016018;7.80;;;;7.25;6.50;6.75;8.75;6.40;;;;;
18016019;8.20;;;;6.25;7.50;9;9;8.40;;;;;
18016020;8.60;;;;7.25;6.75;6.50;9.75;4.60;;;;;
18016021;8.60;6.75;7.75;6.25;;;6.50;;6;;;;;
18016022;7.80;;;;6.75;7.75;7;8.25;5.40;;;;;
18016023;7.20;;;;5.50;7;7.25;9.25;8.40;;;;;
18016024;7.80;;;;4.25;8.25;6.25;8.25;6;;;;;
18016025;5.80;;;;4.50;6.25;7.50;8;4.80;;;;;
18016026;6.40;;;;6.50;8.25;8.25;8.50;4.20;;;;;
18016027;7.60;;;;9.25;9.25;7.75;9.50;;;;;;4.80
18016028;7;;;;6;6.75;6.75;8.25;8;;;;;
18016029;6.60;;;;7;8.25;6.75;6.75;8.40;;;;;
18016030;7.60;;7.50;9.50;;;;;8.20;;;;;
18016031;7.40;;;;5;7;7.50;7.50;5.60;;;;;
18016032;7.20;;;;8.75;9.50;8;8.50;3.80;;;;;
18016033;8;6.50;7.50;3.75;;;7;;4.60;;;;;
18016034;6;;;;8;8.75;8.25;9.25;4;;;;;
18016035;7.60;;;;3.50;3.75;2;6.25;3.20;;;;;
18016036;7.80;;;;6.75;5.75;6.50;7.75;4.20;;;;;
18016037;4.40;;;;4.75;6.25;8;8.50;4.60;;;;;
18016038;7;6.75;4.25;5;;;7;;6.80;;;;;
18016039;8.40;7.50;7.50;4.75;;;7;;6.40;;;;;
18016040;7.40;;;;6;8;7.50;8.75;7.60;;;;;
18016041;7.40;4.25;7;6.25;;;8;;7.80;;;;;
18016042;7.20;;;;5;7.75;7;8.75;6.60;;;;;
18016043;7.80;;;;4.25;6.50;7.25;7.75;7.60;;;;;
18016044;5.40;;;;6.25;7.25;7;9;7.60;;;;;
18016045;7.80;;;;5.50;6.50;7;7.75;4.80;;;;;
18016046;8.40;7.25;;;;;;;8.80;;;;;
18016047;5.60;;;;3.50;7;6.25;7.25;4.80;;;;;
18016048;7.20;;;;8;9.25;8;8.75;7.80;;;;;
18016049;7.60;;;;8.50;7.25;6.25;8.25;6.20;;;;;
18016050;7.80;;;;6.75;7.75;7.50;7.25;5.60;;;;;
18016051;7;;;;6.50;8;7.25;9;5;;;;;
18016052;7.80;;;;5;7.50;7.75;8.25;7.60;;;;;
18016053;8;;;;5;8;7.50;8.25;9.40;;;;;
18016054;6.60;;;;4;6;7.25;7.75;5.20;;;;;
18016055;8.40;6.75;7.25;8.75;;;7.50;;7.20;;;;;
18016056;8.40;7.75;7.75;5.25;;;7;;4.40;;;;;
18016057;8;;;;5.50;8;7.50;8;5.80;;;;;
18016058;4.80;;;;3.25;7;7.75;7.75;6.80;;;;;
18016059;7.60;6;7.50;5.50;;;6.25;;3.40;;;;;
18016060;8.60;;;;7.25;6.75;8.50;8.75;8.80;;;;;
18016061;7.40;;;;6;7.25;7.25;9.50;7;;;;;
18016062;7.80;;;;3.50;7.75;8.50;7.50;6.20;;;;;
18016063;7;;;;6.75;8.25;7.50;9.25;7.40;;;;;
18016064;7;;;;6.75;8;7.75;7.75;6.60;;;;;
18016065;6.60;;;;6.50;7;6.50;8;4;;;;;
18016066;7.80;;;;5.75;6.50;7.75;8.75;7.40;;;;;
18016067;7;;;;9;8.50;8;8.50;5.20;;;;;
18016068;8.40;7.25;8;5.75;;;7.75;;5.80;;;;;
18016069;7.20;7.75;6.25;6;;;8;;8.60;;;;;
18016070;7.40;;;;6.25;7.75;7.25;9.25;7.60;;;;;
18016071;5.60;;;;7;8;7;7.50;4.40;;;;;
18016072;8.80;8;8.75;5;;;7.25;;7;;;;;
18016074;7;;;;5;6.50;7.25;8.50;5.80;;;;;
18016075;6.60;;;;1.50;7.75;7.25;8;5.20;;;;;
18016076;7.40;;;;8;9.25;8.50;8.75;6.20;;;;;
18016077;7.60;;;;4;6.50;5.75;8.75;4.80;;;;;
18016078;6.40;;;;7;7.75;7.25;8.50;4.80;;;;;
18016079;8;;;;6.75;8.25;8.50;9.25;7;;;;;
18016080;7.60;;;;6.50;8;8;9.75;8.60;;;;;
18016081;7.80;;;;7.25;8.25;8;8.50;8.40;;;;;
18016082;7.20;;;;6;7;8.25;9.25;8;;;;;
18016083;6.40;7;3.25;4.75;;;5;;4.40;;;;;
18016084;7.40;7;7.50;3.50;;;6.25;;4.60;;;;;
18016085;7.20;;;;5.50;8.25;7.50;6.50;3.80;;;;;
18016086;8.20;;;;4.50;7.50;5.75;8.75;3;;;;;
18016087;9;;;;;;9;;9.20;;;;;
18016088;7;;;;7.50;7;6.25;8.25;7;;;;;
18016089;7.60;;;;8.50;8.75;8.50;9.75;7.40;;;;;
18016090;6.80;;;;5;7;6.75;7.75;6.20;;;;;
18016091;7.60;;;;4.75;7.25;8;9.75;7.60;;;;;
18016092;7.80;;;;8.75;8.25;6.75;9.75;3.40;;;;;
18016093;6.40;;;;2.50;5.50;7.25;8.50;3.80;;;;;
18016094;6.60;;;;4.75;8.25;7;8;8.40;;;;;
18016095;8.20;8;7.75;5.75;;;7;;5.80;;;;;
18016096;6.20;;;;5.75;7.25;7;8.25;3.20;;;;;
18016098;9.20;7.75;9.50;2.50;;;;;7.40;;;;;
18016099;7.40;;;;8;7.75;7.25;9;4.20;;;;;
18016100;4.80;;;;4.50;5.50;6.25;8;5.20;;;;;
18016101;8.20;7.75;5.50;5.50;;;8;;7.40;;;;;
18016102;4.80;;;;3.50;5.75;5.25;6.50;3.60;;;;;
18016103;5.40;;;;4.25;6.25;7.75;8;3.60;;;;;
18016104;8;;;;7;8.75;8;8.50;6.60;;;;;
18016105;8;7;8.50;6.75;;;6.75;;6.20;;;;;
18016106;7.40;;;;6;7.50;7.25;8.50;4.40;;;;;
18016107;6.60;;;;5.25;5;7.25;9;6.20;;;;;
